peak_accel,mean_gyro_y,var_gyro_y,mean_gyro_z,var_gyro_z,duration,label
18.745601995870068,-0.07347194959408751,22.387796137388932,2.6998991881739975,19.88444666196823,63,1
18.500794002194436,0.23090221737549943,1.6684931727678154,-0.1490042408821034,4.260736605199827,63,1
17.86854004960853,3.2204954444718044,4.7184240049901405,1.4794671263235655,7.191227707526704,62,1
17.454588956879753,0.859500615611918,1.5245643708136951,-0.3479152918000493,3.257362163718389,62,1
18.248095312950163,-1.7932942624969221,4.3910152403136085,-0.3516089633095297,5.056188374760889,62,1
19.730725533906682,-0.873665818490246,43.04248086413073,0.3125249000363504,64.14015299416583,63,1
18.36271774024302,-0.13126520561438115,3.2325997389841854,0.5196050233932531,1.5823800924112161,62,1
18.711468567404708,-0.07516830243547834,5.341527306880643,-0.39691409184538956,3.3510904075667467,63,1
18.59807454917406,-0.23886635162971082,1.8464511595891995,-0.050979280261723096,1.8498319437325657,63,1
18.545872148970656,0.47535877862595377,1.5570164720831743,0.3212548633341542,1.025397849624063,62,1
18.712248909367386,0.07168738640494335,11.150888325728289,-0.3803140676117775,10.474353267130912,63,1
18.78824632281932,1.0193427844420206,55.498689283999816,-0.006752938325457389,97.34062062389027,63,1
18.728121091329648,0.5066318640728882,62.39827263934431,-0.2766274316670771,129.35056263988457,62,1
19.180162351372275,-3.804740324092675,18.819740064623257,-3.179315387705906,39.01117712901277,57,1
18.402754716602182,-0.18081691903391348,4.4494112628051825,0.8957822550369167,7.7521726082751625,61,1
18.73956697590192,0.9890507694171812,21.59780187954814,1.7561211680600994,38.33465784278952,63,1
18.96347704825961,2.2644657700230213,23.149867301667754,2.8002263419362654,68.28763661926342,63,1
19.532964098508486,-8.599745875400147,265.0998342895808,2.527607978330461,73.31379910259214,62,1
18.53378123670105,0.3223841027505143,36.466378315166125,-3.677175814855205,107.91823832416982,63,1
18.493184890560713,-0.4120155095116931,5.033526496039781,0.20722985581000844,10.193025550017179,63,1
21.927561659285562,1.7176343147946198,131.70999713134287,0.542259541984732,442.3237980544664,63,0
28.123205383428875,4.610400581606688,567.2437131020463,1.5788522961347378,3185.9650428458217,63,0
29.990069282906372,-3.593040591300134,444.02479010713074,9.020873379377196,1699.8166544757185,63,0
23.31019482700244,3.712545256270448,1243.6476871501472,-0.007964618926451686,2208.87187597124,63,0
22.86355690104153,3.613187446988974,865.1003165682574,-0.2769577123470259,1219.7241101785737,63,0
23.505371968743802,-0.9135301102629342,1782.1732403165495,-4.358867320974192,1371.114632252295,63,0
20.113027960718743,9.857776902240824,435.9143377607468,24.19443880817532,7110.8757265084705,62,0
24.487713191801838,26.17924944594927,15208.767455440215,15.181141590741195,1877.2328621888523,62,0
22.35730194197997,-17.73887416892391,26855.911772231055,-11.509821226298941,2106.8873844185214,62,0
27.251257689453816,-7.790585570056636,7537.695000373217,-24.29349519822704,28983.93170512647,62,0
25.156929394138746,-13.653057867520316,23101.21684346952,13.475650332430437,2014.258544165888,62,0
23.492111702784705,36.31837773947304,23508.17844074612,-3.4614341295247475,959.8634257758785,62,0
21.32756480791885,-11.39081109899431,26398.23351021697,9.877773900399857,929.1744171281161,63,0
21.600004823447446,-96.86857675996607,12524.676526190848,-44.247392705682785,9671.607633361687,63,0
17.763815687766996,-31.16746318640729,1802.483302136872,-83.95749421324797,5680.446292733793,62,0
17.239484698241917,36.033595666092104,878.5960725536163,89.80426397439051,5846.807221878177,62,0
16.519346979766443,-36.28799999999999,1053.8589896257643,-104.73439645407537,2596.8107274098315,62,0
15.750686235971632,17.622243782319625,38.91678418522846,53.83799950751047,201.00988162484674,62,0
16.050910536662148,-0.30974966678783533,32.87631175289514,-0.19104955773658053,190.0306802578676,63,0
16.426245073450602,7.811176057191325,1462.0326022977831,20.401704592269475,11138.911512417732,63,0
